SK_ID_CURR,PREDICT
175454.0,0.94
175456.0,0.64
175457.0,0.91
175464.0,0.88
175465.0,0.94
175477.0,0.82
175488.0,1.0
175495.0,0.98
175499.0,0.8
175500.0,0.97
175515.0,0.95
175519.0,0.93
175520.0,0.89
175531.0,0.89
175534.0,0.9
175543.0,0.93
175566.0,0.95
175568.0,0.95
175573.0,0.92
175574.0,0.83
175576.0,0.88
175591.0,0.96
175593.0,0.95
175605.0,0.98
175609.0,0.72
175617.0,0.8
175624.0,0.84
175629.0,0.94
175633.0,0.93
175645.0,0.97
175649.0,0.83
175650.0,0.98
175653.0,0.98
175659.0,0.75
175660.0,0.87
175661.0,1.0
175664.0,0.87
175665.0,0.97
175677.0,0.88
175682.0,0.79
175684.0,0.92
175687.0,0.96
175690.0,0.97
175706.0,0.96
175722.0,0.62
175724.0,0.82
175730.0,0.95
175731.0,0.87
175737.0,0.91
175743.0,0.82
175745.0,0.98
175758.0,1.0
175768.0,0.89
175769.0,0.79
175773.0,0.7
175775.0,1.0
175794.0,0.86
175798.0,0.99
175809.0,0.94
175818.0,0.92
175830.0,1.0
175835.0,0.83
175840.0,1.0
175864.0,1.0
175875.0,0.89
175890.0,0.92
175892.0,0.97
175914.0,0.89
175930.0,1.0
175935.0,0.9
175955.0,0.93
175958.0,0.96
175959.0,0.9
175960.0,0.76
175964.0,0.95
175968.0,0.86
175986.0,0.81
175987.0,0.95
175997.0,0.92
175998.0,0.96
176003.0,0.99
176004.0,0.77
176021.0,0.82
176034.0,0.96
176035.0,0.95
176043.0,1.0
176045.0,0.96
176051.0,0.93
176052.0,0.95
176059.0,0.74
176067.0,0.93
176073.0,0.98
176076.0,0.9
176077.0,0.95
176085.0,0.81
176088.0,0.96
176095.0,0.92
176118.0,0.93
176129.0,1.0
176177.0,0.8
176183.0,0.88
176206.0,0.95
176218.0,0.96
176240.0,1.0
176253.0,0.95
176260.0,1.0
176275.0,0.88
176285.0,0.94
176288.0,0.95
176289.0,0.99
176290.0,0.96
176297.0,0.92
176300.0,1.0
176301.0,0.99
176319.0,0.93
176322.0,0.94
176337.0,0.83
176346.0,0.87
176347.0,0.81
176352.0,0.94
176358.0,0.82
176359.0,1.0
176365.0,0.92
176371.0,0.87
176403.0,0.82
176419.0,0.79
176428.0,0.79
176429.0,0.99
176430.0,0.93
176432.0,0.82
176437.0,0.82
176440.0,0.91
176441.0,0.97
176450.0,1.0
176454.0,0.89
176459.0,0.8
176460.0,0.82
176467.0,0.9
176472.0,1.0
176482.0,0.91
176483.0,0.96
176486.0,0.77
176487.0,0.94
176494.0,0.74
176497.0,0.99
176500.0,0.96
176509.0,0.84
176511.0,0.97
176512.0,1.0
176522.0,0.7
176525.0,0.94
176526.0,0.78
176537.0,0.9
176538.0,0.95
176572.0,0.81
176573.0,0.92
176574.0,0.92
176579.0,0.81
176580.0,0.78
176592.0,0.93
176601.0,0.94
176603.0,0.94
176605.0,0.97
176606.0,0.93
176615.0,0.99
176620.0,0.96
176634.0,0.81
176635.0,0.95
176638.0,0.96
176639.0,0.96
176641.0,1.0
176661.0,0.97
176668.0,0.99
176669.0,0.99
176683.0,0.84
176688.0,0.99
176700.0,1.0
176702.0,0.93
176705.0,0.98
176709.0,0.94
176710.0,0.9
176720.0,0.97
176726.0,0.67
176731.0,0.96
176732.0,0.92
176733.0,0.93
176734.0,0.98
176736.0,0.94
176741.0,0.83
176756.0,0.85
176785.0,0.83
176790.0,0.88
176793.0,0.93
176820.0,0.85
176827.0,0.94
176828.0,0.92
176839.0,0.92
176848.0,1.0
176850.0,0.92
176853.0,0.87
176866.0,0.98
176867.0,0.94
176875.0,0.82
176883.0,0.76
176888.0,0.99
176890.0,0.89
176898.0,1.0
176917.0,0.91
176925.0,0.77
176929.0,0.94
176934.0,0.86
176938.0,0.91
176953.0,0.78
176957.0,0.93
176970.0,1.0
176997.0,0.88
177029.0,0.98
177030.0,0.9
177031.0,0.94
177032.0,1.0
177047.0,0.74
177048.0,0.72
177051.0,0.91
177055.0,0.98
177060.0,0.92
177064.0,0.78
177065.0,0.72
177069.0,0.94
177076.0,0.83
177085.0,0.81
177087.0,0.84
177105.0,0.83
177126.0,0.94
177133.0,0.95
177141.0,0.91
177146.0,1.0
177156.0,0.76
177179.0,0.99
177187.0,1.0
177192.0,0.93
177203.0,0.96
177228.0,0.96
177229.0,0.93
177249.0,1.0
177250.0,0.79
177253.0,0.99
177260.0,1.0
177262.0,0.87
177270.0,0.96
177275.0,1.0
177284.0,0.89
177285.0,0.99
177314.0,0.89
177319.0,0.93
177325.0,0.84
177327.0,0.81
177339.0,0.88
177344.0,1.0
177378.0,1.0
177384.0,0.9
177385.0,0.9
177386.0,0.97
177387.0,0.96
177405.0,0.66
177423.0,0.84
177424.0,0.87
177425.0,1.0
177430.0,0.96
177435.0,0.98
177447.0,0.9
177448.0,0.96
177449.0,0.94
177451.0,0.8
177460.0,0.96
177479.0,0.67
177489.0,0.92
177504.0,0.91
177505.0,0.96
177511.0,0.96
177524.0,0.98
177526.0,0.92
177535.0,0.9
177558.0,0.97
177562.0,0.93
177569.0,0.95
177579.0,0.81
177580.0,0.98
177583.0,0.93
177584.0,0.98
177585.0,0.85
177605.0,0.96
177606.0,0.78
177618.0,0.95
177639.0,0.9
177649.0,0.96
177656.0,0.87
177657.0,0.75
177661.0,0.82
177665.0,0.96
177669.0,0.9
177680.0,0.91
177688.0,0.94
177689.0,0.99
177694.0,0.86
177696.0,0.93
177700.0,0.98
177705.0,0.75
177710.0,0.97
177720.0,0.94
177728.0,0.97
177729.0,0.82
177731.0,0.93
177733.0,0.94
177749.0,0.91
177751.0,0.87
177767.0,0.94
177776.0,0.95
177780.0,0.82
177783.0,0.98
177785.0,0.96
177791.0,0.8
177797.0,0.9
177798.0,0.93
177799.0,0.87
177802.0,0.92
177803.0,0.78
177805.0,0.86
177820.0,0.93
177824.0,0.8
177825.0,0.93
177829.0,0.98
177839.0,0.82
177861.0,0.92
177865.0,0.92
177867.0,0.85
177875.0,0.97
177876.0,0.86
177878.0,0.84
177883.0,0.96
177886.0,0.83
177891.0,0.87
177892.0,0.86
177902.0,0.85
177904.0,0.98
177931.0,1.0
177939.0,0.85
177944.0,0.93
177946.0,0.66
177959.0,0.96
177977.0,0.78
177992.0,0.95
177993.0,1.0
178005.0,0.79
178008.0,0.91
178009.0,0.94
178012.0,0.96
178015.0,0.83
178018.0,0.82
178037.0,0.9
178050.0,0.79
178058.0,0.87
178060.0,0.91
178064.0,0.97
178074.0,0.93
178077.0,0.88
178094.0,0.81
178095.0,0.82
178096.0,0.97
178107.0,0.92
178117.0,0.95
178146.0,0.97
178154.0,0.91
178160.0,0.86
178164.0,0.75
178172.0,0.71
178174.0,0.98
178182.0,1.0
178184.0,0.99
178196.0,0.93
178223.0,0.84
178225.0,0.92
178226.0,0.97
178240.0,0.89
178242.0,0.82
178250.0,0.99
178268.0,0.93
178282.0,0.93
178285.0,0.97
178288.0,0.96
178290.0,0.9
178295.0,0.9
178312.0,0.96
178317.0,0.73
178342.0,0.86
178343.0,0.85
178344.0,1.0
178346.0,0.89
178353.0,0.96
178356.0,1.0
178358.0,1.0
178359.0,0.89
178362.0,0.97
178380.0,0.92
178387.0,0.86
178391.0,0.88
178395.0,0.89
178408.0,0.91
178415.0,0.9
178421.0,0.78
178424.0,0.89
178428.0,0.84
178432.0,0.69
178433.0,0.99
178436.0,0.93
178442.0,1.0
178453.0,0.86
178459.0,0.78
178467.0,0.94
178472.0,0.93
178491.0,1.0
178499.0,1.0
178504.0,1.0
178506.0,0.97
178509.0,0.98
178517.0,0.97
178525.0,0.98
178530.0,0.96
178531.0,1.0
178537.0,0.72
178553.0,0.99
178557.0,0.84
178565.0,0.9
178566.0,0.94
178579.0,0.93
178586.0,0.97
178589.0,0.99
178592.0,0.82
178610.0,0.83
178620.0,0.78
178621.0,0.95
178622.0,0.88
178643.0,0.7
178665.0,0.92
178671.0,0.94
178675.0,0.94
178692.0,0.96
178722.0,1.0
178723.0,0.99
178726.0,0.99
178731.0,1.0
178737.0,0.62
178739.0,0.99
178745.0,0.99
178766.0,0.97
178771.0,0.99
178775.0,0.94
178785.0,0.95
178789.0,1.0
178790.0,1.0
178792.0,0.83
178804.0,0.94
178817.0,0.96
178821.0,0.89
178825.0,0.96
178830.0,0.99
178831.0,0.99
178832.0,0.99
178847.0,0.79
178853.0,0.94
178856.0,0.92
178867.0,0.31
178868.0,0.95
178881.0,0.98
178887.0,0.71
178888.0,0.93
178908.0,0.9
178909.0,0.89
178942.0,0.96
178943.0,0.98
178946.0,0.96
178947.0,0.89
178950.0,1.0
178958.0,0.91
178976.0,0.78
178986.0,0.74
178989.0,0.75
178995.0,1.0
178996.0,0.82
179006.0,0.95
179025.0,0.98
179034.0,0.96
179038.0,0.9
179043.0,0.98
179050.0,0.88
179051.0,0.99
179076.0,1.0
179077.0,0.98
179091.0,0.94
179092.0,0.94
179111.0,0.95
179128.0,0.94
179132.0,0.82
179137.0,0.91
179138.0,0.9
179146.0,0.95
179148.0,0.81
179149.0,0.97
179150.0,0.99
179155.0,0.81
179164.0,0.95
179177.0,0.83
179178.0,0.98
179182.0,0.97
179184.0,0.71
179186.0,0.91
179191.0,0.92
179194.0,0.96
179201.0,0.95
179210.0,0.86
179211.0,0.97
179212.0,0.99
179216.0,0.87
179229.0,0.87
179235.0,0.92
179236.0,0.9
179241.0,0.9
179244.0,0.73
179249.0,0.92
179256.0,1.0
179260.0,0.77
179262.0,0.99
179264.0,0.93
179268.0,1.0
179272.0,0.98
179280.0,0.88
179287.0,0.73
179288.0,0.91
179290.0,0.99
179295.0,0.92
179298.0,0.95
179306.0,0.64
179307.0,0.89
179310.0,0.96
179314.0,0.98
179317.0,0.92
179319.0,0.87
179327.0,0.95
179336.0,1.0
179342.0,0.88
179344.0,0.98
179347.0,0.94
179357.0,0.97
179368.0,0.98
179413.0,0.92
179425.0,0.9
179435.0,1.0
179447.0,0.84
179449.0,0.81
179458.0,0.89
179460.0,0.9
179475.0,0.98
179486.0,0.97
179493.0,0.96
179499.0,0.84
179501.0,0.93
179508.0,0.95
179511.0,0.87
179513.0,1.0
179519.0,0.94
179537.0,0.82
179550.0,0.94
179559.0,0.99
179560.0,0.97
179578.0,0.82
179583.0,0.83
179590.0,0.89
179597.0,0.73
179599.0,0.97
179602.0,0.76
179609.0,0.95
179621.0,0.97
179624.0,0.99
179625.0,0.89
179630.0,0.95
179640.0,0.95
179641.0,0.97
179644.0,0.83
179649.0,0.95
179650.0,0.92
179652.0,0.81
179653.0,0.93
179660.0,0.97
179662.0,0.93
179673.0,0.97
179678.0,0.92
179679.0,0.88
179686.0,0.87
179721.0,0.95
179733.0,0.97
179736.0,0.97
179737.0,0.95
179748.0,0.94
179750.0,0.96
179751.0,1.0
179752.0,1.0
179753.0,0.88
179765.0,0.96
179768.0,0.99
179798.0,0.68
179827.0,0.95
179837.0,0.78
179838.0,1.0
179851.0,1.0
179868.0,0.94
179875.0,0.95
179876.0,0.94
179882.0,0.93
179883.0,0.91
179894.0,0.93
179905.0,0.85
179907.0,0.99
179919.0,0.89
179926.0,0.94
179936.0,0.96
179941.0,0.96
179945.0,0.96
179951.0,0.97
179960.0,0.88
179967.0,0.67
179980.0,1.0
179985.0,0.99
179997.0,0.82
180001.0,1.0
180007.0,0.96
180011.0,0.99
180017.0,0.96
180027.0,0.99
180033.0,0.9
180036.0,0.89
180037.0,0.84
180041.0,0.81
180042.0,0.96
180050.0,0.97
180059.0,0.92
180066.0,0.99
180067.0,1.0
180085.0,0.94
180092.0,0.98
180099.0,0.92
180101.0,0.95
180115.0,0.88
180122.0,0.98
180126.0,0.88
180127.0,0.97
180140.0,0.82
180141.0,0.71
180158.0,0.89
180163.0,0.84
180178.0,0.92
180189.0,0.96
180198.0,0.85
180201.0,0.92
180202.0,1.0
180209.0,1.0
180239.0,0.98
180244.0,0.99
180270.0,0.82
180271.0,0.93
180286.0,0.72
180287.0,0.61
180291.0,0.91
180293.0,0.81
180296.0,0.88
180297.0,0.79
180305.0,0.96
180318.0,0.99
180319.0,0.86
180322.0,0.76
180323.0,0.91
180331.0,0.99
180365.0,0.88
180368.0,0.9
180369.0,0.98
180382.0,0.97
180387.0,0.77
180388.0,1.0
180389.0,0.9
180398.0,0.81
180399.0,0.68
180402.0,0.95
180406.0,0.99
180407.0,0.8
180408.0,0.81
180413.0,0.96
180416.0,0.95
180420.0,0.95
180429.0,1.0
180430.0,0.99
180431.0,0.94
180438.0,0.88
180441.0,0.89
180448.0,1.0
180453.0,0.93
180478.0,0.89
180480.0,0.87
180510.0,0.75
180524.0,0.94
180534.0,0.72
180537.0,0.97
180545.0,0.87
180550.0,0.97
180559.0,0.79
180583.0,0.94
180587.0,0.77
180594.0,0.91
180597.0,0.99
180598.0,0.98
180599.0,1.0
180601.0,0.93
180624.0,0.79
180625.0,0.97
180634.0,0.92
180647.0,0.91
180652.0,0.75
180656.0,0.95
180664.0,0.74
180666.0,0.93
180674.0,0.87
180679.0,0.85
180685.0,0.68
180692.0,0.97
180698.0,0.73
180699.0,0.79
180700.0,0.76
180702.0,0.94
180710.0,0.95
180736.0,0.95
180739.0,0.71
180741.0,0.95
180743.0,0.97
180747.0,0.9
180754.0,0.93
180755.0,0.62
180756.0,0.78
180768.0,0.75
180773.0,0.99
180775.0,0.97
180784.0,0.88
180787.0,0.94
180795.0,0.81
180796.0,0.67
180799.0,0.94
180811.0,0.84
180813.0,0.69
180827.0,0.9
180828.0,0.89
180833.0,0.94
180834.0,0.95
180847.0,0.83
180852.0,0.93
180853.0,0.9
180854.0,0.86
180855.0,1.0
180856.0,0.85
180858.0,0.81
180859.0,0.97
180867.0,0.94
180868.0,0.92
180872.0,0.92
180873.0,0.85
180874.0,0.99
180875.0,0.99
180878.0,0.77
180888.0,0.85
180889.0,0.95
180891.0,0.83
180902.0,0.85
180907.0,0.99
180913.0,0.91
180916.0,0.91
180954.0,0.96
180962.0,0.94
180963.0,0.95
180967.0,1.0
180971.0,0.99
180975.0,0.97
180985.0,0.86
180991.0,0.82
181009.0,0.82
181012.0,0.92
181015.0,1.0
181034.0,0.82
181064.0,0.87
181071.0,1.0
181083.0,0.59
181084.0,0.98
181085.0,0.94
181088.0,0.99
181098.0,1.0
181110.0,0.9
181111.0,0.84
181112.0,0.49
181114.0,0.84
181117.0,0.81
181157.0,0.99
181160.0,0.91
181161.0,1.0
181165.0,0.92
181179.0,0.99
181186.0,0.77
181196.0,0.97
181197.0,0.97
181204.0,0.89
181213.0,0.96
181214.0,0.99
181221.0,0.96
181224.0,0.97
181226.0,0.98
181236.0,0.94
181256.0,0.98
181257.0,0.99
181279.0,0.97
181282.0,1.0
181285.0,0.98
181288.0,0.96
181289.0,1.0
181290.0,0.97
181298.0,0.96
181299.0,0.93
181307.0,0.75
181312.0,0.94
181318.0,0.95
181322.0,0.87
181338.0,0.97
181340.0,0.91
181342.0,0.63
181344.0,0.98
181350.0,1.0
181373.0,1.0
181374.0,0.99
181375.0,0.82
181379.0,0.95
181381.0,0.97
181385.0,0.82
181388.0,0.95
181392.0,0.9
181393.0,0.87
181425.0,0.96
181465.0,0.93
181481.0,0.97
181484.0,0.81
181494.0,0.87
181501.0,0.94
181507.0,0.93
181521.0,0.97
181524.0,0.91
181538.0,0.97
181540.0,0.92
181547.0,0.92
181551.0,0.93
181555.0,0.95
181561.0,0.93
181564.0,0.92
181567.0,0.87
181599.0,0.93
181602.0,0.88
181612.0,0.64
181613.0,0.96
181615.0,0.59
181621.0,0.97
181622.0,0.77
181629.0,0.85
181630.0,0.84
181633.0,1.0
181635.0,0.93
181641.0,0.71
181643.0,0.99
181644.0,0.99
181649.0,0.99
181659.0,0.98
181660.0,0.82
181665.0,0.85
181666.0,0.97
181672.0,0.93
181682.0,0.97
181693.0,0.92
181697.0,0.74
181703.0,0.83
181704.0,0.96
181720.0,0.98
181722.0,0.83
181732.0,0.97
181733.0,0.94
181736.0,0.97
181737.0,0.86
181747.0,0.93
181758.0,0.9
181764.0,0.86
181770.0,0.97
181774.0,0.87
181783.0,0.99
181788.0,0.95
181789.0,0.7
181804.0,0.87
181809.0,0.77
181821.0,0.81
181836.0,0.99
181863.0,0.96
181867.0,0.95
181868.0,0.82
181871.0,0.9
181904.0,0.96
181931.0,0.9
181932.0,0.93
181941.0,0.93
181944.0,0.82
181958.0,0.99
181971.0,0.88
181986.0,0.95
182002.0,0.86
182007.0,0.96
182012.0,0.96
182022.0,0.74
182031.0,0.99
182050.0,0.95
182053.0,1.0
182071.0,0.95
182072.0,1.0
182073.0,0.95
182102.0,0.82
182106.0,0.99
182116.0,0.91
182117.0,0.99
182118.0,0.88
182124.0,0.84
182125.0,1.0
182145.0,0.91
182150.0,0.76
182154.0,0.92
182167.0,0.88
182179.0,0.95
182181.0,0.77
182183.0,0.91
182218.0,0.88
182225.0,0.96
182226.0,0.97
182266.0,0.89
182272.0,0.94
182275.0,0.75
182295.0,0.92
182305.0,0.92
182312.0,0.86
182313.0,0.76
182327.0,0.89
182337.0,0.92
182340.0,0.8
182341.0,1.0
182342.0,0.78
182345.0,0.94
182353.0,0.87
182355.0,1.0
182371.0,0.9
182376.0,0.88
182381.0,0.89
182382.0,0.96
182384.0,0.92
182387.0,0.93
182412.0,0.92
182419.0,1.0
182432.0,1.0
182438.0,0.93
182448.0,1.0
182450.0,0.85
182465.0,0.74
182468.0,0.84
182474.0,0.98
182483.0,0.98
182484.0,0.97
182485.0,0.99
182486.0,0.94
182489.0,1.0
182500.0,0.74
182501.0,0.84
182504.0,0.99
182514.0,0.97
182524.0,0.76
182525.0,0.99
182533.0,0.98
182536.0,1.0
182539.0,0.93
182550.0,0.94
182553.0,0.8
182568.0,0.62
182571.0,0.88
182573.0,0.91
182580.0,1.0
182615.0,0.97
182618.0,0.82
182624.0,0.94
182644.0,0.98
182686.0,0.96
182687.0,0.72
182695.0,0.95
182718.0,0.98
182726.0,0.98
182735.0,0.98
182742.0,0.92
182747.0,0.93
182748.0,0.89
182752.0,0.86
182761.0,0.97
182800.0,0.85
182802.0,0.95
182807.0,1.0
182816.0,0.89
182818.0,0.97
182826.0,0.97
182836.0,0.86
182840.0,0.79
182841.0,0.89
182846.0,0.92
182862.0,0.92
182864.0,0.95
182871.0,0.98
182878.0,0.97
182880.0,0.93
182885.0,0.77
182893.0,0.76
182894.0,0.93
182895.0,0.83
182901.0,0.96
182907.0,0.95
182921.0,0.92
182952.0,0.91
182964.0,0.95
182966.0,1.0
182980.0,0.84
182985.0,0.97
182989.0,0.91
182994.0,0.82
183035.0,0.98
183037.0,0.99
183042.0,0.93
183049.0,0.96
183050.0,0.91
183051.0,0.9
183062.0,0.86
183063.0,0.97
183064.0,0.6
183076.0,0.98
183078.0,1.0
183086.0,0.91
183089.0,0.99
183091.0,0.94
183097.0,0.99
183104.0,0.96
183118.0,0.98
183119.0,0.95
183134.0,0.94
183142.0,0.97
183157.0,0.91
183162.0,0.89
183180.0,0.81
183193.0,0.9
183213.0,0.95
183216.0,0.93
183223.0,0.97
183226.0,0.87
183264.0,0.92
183273.0,0.92
183278.0,0.86
183282.0,0.85
183283.0,0.98
183286.0,0.92
183288.0,1.0
183299.0,1.0
183310.0,0.82
183315.0,0.96
183332.0,0.89
183336.0,0.88
183341.0,0.96
183342.0,0.92
183345.0,0.99
183347.0,0.91
183360.0,0.58
183362.0,0.86
183370.0,1.0
183379.0,0.89
183386.0,0.94
183410.0,0.96
183417.0,0.86
183419.0,0.98
183421.0,0.96
183425.0,0.89
183427.0,0.96
183433.0,0.96
183434.0,1.0
183438.0,0.98
183439.0,0.89
183440.0,0.96
183450.0,1.0
183451.0,0.82
183453.0,0.99
183454.0,0.93
183455.0,0.79
183457.0,0.77
183463.0,0.95
183475.0,0.97
183478.0,0.98
183480.0,0.96
183490.0,0.95
183494.0,0.99
183503.0,0.86
183512.0,1.0
183517.0,0.98
183530.0,0.96
183532.0,0.73
183533.0,0.85
183536.0,0.94
183545.0,0.92
183549.0,0.82
183550.0,0.78
183551.0,0.69
183555.0,0.95
183560.0,0.94
183585.0,0.99
183591.0,0.97
183592.0,0.82
183603.0,0.97
183610.0,0.94
183628.0,0.99
183644.0,0.94
183646.0,0.87
183649.0,0.79
183656.0,0.93
183658.0,0.82
183688.0,0.79
183690.0,0.87
183691.0,0.98
183697.0,1.0
183709.0,0.9
183711.0,0.98
183714.0,1.0
183725.0,0.94
183736.0,0.88
183742.0,0.63
183772.0,0.94
183776.0,0.82
183787.0,0.99
183792.0,0.99
183793.0,0.87
183799.0,0.99
183816.0,1.0
183818.0,0.97
183832.0,0.87
183836.0,0.9
183839.0,0.88
183840.0,1.0
183855.0,0.9
183857.0,0.96
183863.0,0.99
183866.0,0.97
183876.0,0.79
183878.0,0.8
183897.0,0.97
183902.0,0.91
183915.0,0.92
183925.0,1.0
183936.0,0.94
183939.0,0.98
183951.0,0.87
183956.0,0.93
183957.0,0.84
183974.0,0.8
183982.0,0.98
183994.0,0.89
184008.0,0.83
184013.0,0.63
184016.0,0.86
184019.0,0.8
184024.0,0.85
184025.0,0.84
184038.0,0.94
184045.0,0.94
184056.0,0.87
184060.0,0.89
184071.0,0.97
184073.0,0.75
184074.0,0.88
184077.0,0.95
184105.0,0.97
184106.0,0.94
184133.0,0.89
184154.0,0.94
184163.0,0.94
184165.0,0.93
184193.0,0.98
184194.0,0.72
184195.0,0.98
184202.0,0.95
184226.0,1.0
184230.0,0.88
184231.0,0.98
184234.0,0.91
184238.0,0.9
184248.0,0.78
184257.0,0.97
184268.0,0.68
184282.0,0.95
184291.0,0.92
184294.0,0.84
184295.0,0.96
184304.0,0.94
184309.0,0.96
184318.0,0.8
184325.0,0.83
184329.0,0.8
184330.0,0.86
184333.0,0.89
184337.0,1.0
184338.0,0.95
184340.0,0.87
184341.0,0.85
184347.0,0.99
184354.0,0.95
184355.0,0.98
184372.0,0.87
184384.0,0.96
184385.0,0.93
184386.0,0.7
184389.0,0.98
184401.0,0.96
184405.0,0.95
184431.0,0.99
184450.0,0.92
184453.0,1.0
184470.0,0.93
184471.0,0.93
184486.0,0.76
184488.0,0.96
184489.0,0.89
184497.0,0.84
184508.0,0.9
184509.0,0.95
184516.0,0.98
184525.0,0.87
184526.0,0.88
184531.0,1.0
184557.0,0.96
184576.0,0.98
184589.0,0.91
184605.0,0.91
184613.0,0.96
184630.0,0.92
184635.0,0.96
184636.0,0.91
184643.0,0.9
184645.0,0.96
184653.0,0.97
184655.0,0.86
184656.0,0.93
184660.0,0.97
184716.0,0.97
184736.0,0.94
184758.0,0.95
184767.0,0.77
184770.0,0.97
184773.0,0.89
184776.0,1.0
184792.0,0.88
184812.0,0.89
184820.0,1.0
184829.0,0.9
184831.0,0.94
184832.0,0.84
184834.0,0.86
184847.0,0.93
184848.0,0.91
184858.0,0.81
184866.0,0.85
184869.0,0.97
184870.0,0.85
184873.0,0.95
184874.0,0.79
184876.0,0.95
184879.0,0.94
184880.0,0.88
184885.0,0.93
184896.0,0.9
184916.0,0.87
184918.0,0.88
184919.0,0.98
184921.0,0.89
184936.0,0.94
184944.0,0.91
184956.0,1.0
184963.0,0.97
184964.0,0.93
184965.0,0.98
184972.0,0.91
184977.0,0.84
184982.0,0.82
184988.0,1.0
184992.0,0.96
184994.0,0.87
184998.0,0.97
185017.0,1.0
185024.0,0.96
185032.0,0.9
185037.0,0.94
185040.0,0.67
185043.0,0.86
185048.0,0.99
185059.0,0.87
185076.0,0.91
185083.0,0.75
185090.0,0.92
185099.0,0.86
185101.0,0.88
185106.0,0.74
185121.0,0.99
185125.0,0.8
185126.0,1.0
185127.0,1.0
185153.0,1.0
185167.0,0.78
185171.0,1.0
185178.0,0.92
185180.0,0.83
185181.0,0.88
185183.0,0.88
185186.0,0.99
185187.0,0.9
185188.0,0.96
185189.0,0.86
185194.0,0.99
185207.0,0.97
185209.0,0.99
185210.0,0.97
185212.0,0.78
185220.0,0.92
185221.0,0.96
185230.0,0.93
185231.0,0.89
185245.0,0.91
185249.0,1.0
185262.0,0.87
185285.0,0.99
185286.0,0.95
185288.0,0.95
185296.0,0.92
185298.0,0.99
185299.0,0.92
185308.0,0.82
185311.0,0.98
185313.0,0.94
185314.0,1.0
185332.0,0.96
185337.0,0.96
185338.0,1.0
185339.0,0.68
185341.0,0.92
185342.0,0.9
185344.0,0.9
185349.0,0.98
185362.0,0.95
185363.0,0.87
185394.0,0.87
185410.0,0.96
185418.0,0.88
185423.0,0.85
185428.0,0.89
185442.0,0.48
185447.0,0.93
185450.0,0.85
185454.0,0.8
185475.0,0.92
185481.0,0.65
185483.0,0.84
185485.0,0.99
185496.0,0.97
185504.0,0.85
185505.0,0.92
185512.0,1.0
185515.0,0.92
185534.0,0.85
185536.0,0.98
185538.0,0.99
185552.0,0.95
185569.0,0.85
185576.0,0.97
185578.0,0.88
185581.0,0.94
185584.0,0.99
185585.0,0.85
185586.0,0.97
185592.0,0.87
185604.0,0.68
185606.0,0.85
185607.0,0.89
185618.0,0.95
185622.0,1.0
185628.0,0.9
185629.0,0.9
185634.0,0.94
185637.0,0.94
185638.0,0.86
185640.0,1.0
185641.0,0.98
185645.0,0.64
185646.0,1.0
185647.0,1.0
185662.0,0.95
185669.0,0.98
185675.0,0.93
185687.0,0.96
185688.0,0.9
185689.0,0.9
185690.0,0.9
185697.0,0.96
185710.0,1.0
185733.0,0.89
185740.0,0.98
185806.0,0.96
185812.0,0.98
185824.0,0.99
185825.0,0.85
185826.0,0.83
185827.0,0.99
185828.0,0.88
185837.0,0.96
185859.0,1.0
185861.0,0.94
185872.0,0.85
185874.0,0.97
185891.0,0.99
185893.0,0.92
185897.0,0.96
185900.0,0.95
185910.0,0.93
185919.0,0.93
185932.0,0.93
185937.0,0.97
185939.0,1.0
185965.0,0.79
185968.0,1.0
185971.0,0.97
185978.0,0.98
185980.0,0.83
185981.0,0.98
185982.0,0.69
185991.0,0.94
185997.0,0.96
185998.0,0.9
186014.0,0.99
186021.0,0.84
186025.0,0.87
186034.0,0.87
186054.0,0.87
186061.0,0.92
186065.0,0.97
186066.0,0.91
186070.0,0.82
186080.0,0.84
186085.0,0.9
186094.0,0.93
186110.0,0.98
186113.0,0.96
186116.0,0.99
186127.0,0.83
186129.0,0.81
186135.0,0.91
186139.0,1.0
186151.0,0.97
186153.0,0.91
186156.0,0.87
186158.0,1.0
186159.0,0.9
186166.0,0.58
186168.0,0.84
186169.0,0.98
186170.0,0.9
186179.0,0.91
186188.0,0.78
186210.0,0.92
186227.0,0.52
186229.0,0.91
186230.0,0.97
186249.0,0.94
186254.0,0.94
186264.0,0.9
186265.0,0.95
186273.0,0.66
186276.0,0.97
186289.0,0.89
186296.0,0.99
186308.0,0.93
186309.0,0.88
186310.0,0.96
186316.0,0.95
186321.0,0.96
186333.0,0.96
186346.0,0.84
186391.0,0.87
186398.0,1.0
186407.0,0.8
186411.0,0.97
186415.0,0.88
186426.0,0.93
186444.0,0.57
186448.0,0.99
186453.0,1.0
186456.0,0.84
186460.0,0.89
186461.0,0.81
186473.0,0.85
186489.0,0.89
186490.0,0.96
186491.0,0.95
186492.0,0.84
186493.0,0.77
186503.0,0.86
186505.0,0.9
186506.0,0.87
186508.0,0.86
186524.0,0.99
186526.0,0.88
186536.0,0.98
186539.0,0.96
186543.0,0.95
186558.0,0.86
186568.0,0.96
186573.0,0.99
186587.0,0.97
186599.0,0.96
186609.0,0.92
186610.0,0.91
186612.0,0.93
186632.0,0.97
186634.0,1.0
186649.0,0.93
186652.0,0.98
186660.0,0.99
186668.0,0.94
186674.0,1.0
186675.0,0.93
186679.0,0.98
186682.0,0.96
186683.0,0.85
186695.0,0.88
186696.0,0.69
186704.0,0.91
186709.0,0.96
